[Command: python -u '/Users/litchein/Documents/Python codes/nestedgenes_chr_half.py']
T07H6.7 is nested in lev-9,T07H6.5
ZC504.16 is nested in gur-3,ZC504.5
Y1B5A.1 is nested in C36B7.4
21ur-13247,K06G5.4 is nested in K06G5.3
21ur-14233,C02D4.3 is nested in ser-2,C02D4.2
C39D10.13 is nested in cca-1,C54D2.5
21ur-9757,F31A9.7 is nested in linc-75,F31A9.8
F41D9.8 is nested in wrk-1,F41D9.3
T14E8.6 is nested in dop-3,T14E8.3
F47E1.t3 is nested in F47E1.2
F41D9.t4 is nested in F41D9.6
F41D9.6 is nested in tbc-18,F41D9.1
mir-271,C04F6.6 is nested in C04F6.8
B0395.t1 is nested in B0395.10
F57C7.11 is nested in bet-2,F57C7.1
F57C7.10 is nested in sdn-1,F57C7.3
F57C7.13 is nested in bet-2,F57C7.1
F52E4.9 is nested in sec-3,F52E4.7
F08C6.9 is nested in adt-2,F08C6.1
F02E8.8 is nested in ncr-1,F02E8.6
F02E8.9 is nested in ncr-1,F02E8.6
C33G3.8 is nested in C33G3.6
K06G5.9 is nested in ceh-37,C37E2.5
K06G5.5 is nested in ceh-37,C37E2.5
C18A11.11 is nested in dim-1,C18A11.7
C18A11.10 is nested in dim-1,C18A11.7
C18A11.12 is nested in dim-1,C18A11.7
C43C3.7 is nested in dyf-7,C43C3.3
21ur-15445,C44C1.13 is nested in vps-45,C44C1.4
ZK899.11 is nested in gap-2,ZK899.8
T19C11.2 is nested in gap-2,ZK899.8
T19C11.3 is nested in gap-2,ZK899.8
F28H6.t1 is nested in F28H6.9
ZC506.5 is nested in mgl-1,ZC506.4
ZC506.7 is nested in mgl-1,ZC506.4
ZC506.9 is nested in mgl-1,ZC506.4
ZC506.8 is nested in mgl-1,ZC506.4
C23H4.12 is nested in cab-1,C23H4.1
C23H4.11 is nested in cab-1,C23H4.1
C23H4.10 is nested in cab-1,C23H4.1
21ur-14363,C02B8.8 is nested in C02B8.6
C25F6.11 is nested in dlg-1,C25F6.2
M79.13 is nested in abl-1,M79.1
F38E9.t2 is nested in nas-39,F38E9.2
Y73B3A.t1 is nested in Y73B3A.3
C02D4.t1 is nested in ser-2,C02D4.2
M79.10 is nested in abl-1,M79.1
K03C7.7 is nested in K03C7.3
F25H10.6 is nested in unc-2,T02C5.5
rte-1,C04C11.t1 is nested in C04C11.8
B0403.10 is nested in R173.3
R04D3.13 is nested in cyp-14A4,R04D3.1
R04D3.t5 is nested in cyp-14A4,R04D3.1
F47G3.7 is nested in F47G3.1
F47G3.5 is nested in F47G3.1
K02G10.16 is nested in K02G10.15
C28G1.t1 is nested in C28G1.8
C28G1.t3 is nested in C28G1.7
D1009.t2 is nested in dylt-2,D1009.5
K02A4.3 is nested in K02A4.14
F13D11.14 is nested in F13D11.21
F13D11.11 is nested in F13D11.12
C52G5.t1 is nested in C52G5.2
C54D2.16 is nested in cca-1,C54D2.5
C54D2.13 is nested in cca-1,C54D2.5
C54D2.12 is nested in cca-1,C54D2.5
C54D2.11 is nested in cca-1,C54D2.5
K08A8.25 is nested in coh-1,K08A8.3
K08A8.26 is nested in K08A8.23
M163.16 is nested in his-24,M163.3
21ur-12330,T23E7.7 is nested in T23E7.2
ZC504.14 is nested in ZC504.1
F46C8.10 is nested in ceh-14,F46C8.5
21ur-15282,K09C4.11 is nested in K09C4.1
C41G11.11 is nested in rgs-6,C41G11.3
K09A11.9 is nested in cyp-14A3,K09A11.4
K09A11.8 is nested in cyp-14A3,K09A11.4
21ur-14419,K09A11.7 is nested in K09A11.1
F56E3.14 is nested in fax-1,F56E3.4
T10E10.8 is nested in col-171,T10E10.7
E01H11.t1 is nested in pkc-2,E01H11.1
ZC64.13 is nested in ceh-18,ZC64.3
F52B10.17 is nested in hst-3.2,F52B10.2
F52B10.12 is nested in hst-3.2,F52B10.2
F52B10.18 is nested in hst-3.2,F52B10.2
F47E1.t1 is nested in F47E1.13
Y41G9A.16 is nested in osm-5,Y41G9A.1
C31E10.t1 is nested in tbc-19,C31E10.8
F41C6.3 is nested in F41C6.2
F14D12.12 is nested in F14D12.1
F14D12.10 is nested in F14D12.1
rte-3,F27D9.t1 is nested in F27D9.9
T25C12.5 is nested in lin-14,T25C12.1
T25C12.7 is nested in lin-14,T25C12.1
T25C12.6 is nested in lin-14,T25C12.1
mir-254,ZK455.9 is nested in gcy-9,ZK455.2
C56G3.4 is nested in npr-8,C56G3.1
C56G3.3 is nested in npr-8,C56G3.1
ZK563.8 is nested in ZK563.2
T10B10.t2 is nested in T10B10.14
F31B12.8 is nested in plc-1,F31B12.1
F31B12.5 is nested in plc-1,F31B12.1
F31B12.4 is nested in plc-1,F31B12.1
Y102A11A.14 is nested in igcm-4,Y102A11A.8
Y102A11A.15 is nested in igcm-4,Y102A11A.8
K02A6.6 is nested in K02A6.3
C04E7.t1 is nested in C04E7.7
F43B10.3 is nested in F43B10.1
H08J11.6 is nested in ajm-1,C25A11.4
H08J11.t5 is nested in H08J11.6
H08J11.7 is nested in ajm-1,C25A11.4
H08J11.t4 is nested in H08J11.7
H08J11.4 is nested in ajm-1,C25A11.4
H08J11.5 is nested in ajm-1,C25A11.4
H08J11.t3 is nested in H08J11.5
H08J11.3 is nested in ajm-1,C25A11.4
H08J11.9 is nested in ajm-1,C25A11.4
Y70D2A.3 is nested in Y70D2A.1
F13C5.10 is nested in F13C5.3
21ur-14455,C40H5.9 is nested in C40H5.7
21ur-10341,C02D4.4 is nested in ser-2,C02D4.2
C02D4.13 is nested in ser-2,C02D4.2
C02D4.10 is nested in ser-2,C02D4.2
C02D4.11 is nested in ser-2,C02D4.2
C02D4.8 is nested in ser-2,C02D4.2
C02D4.12 is nested in ser-2,C02D4.2
F15A8.t1 is nested in F15A8.17
Y15E3A.15 is nested in nhr-91,Y15E3A.1
K08A8.30 is nested in coh-1,K08A8.3
K08A8.11 is nested in coh-1,K08A8.3
K08A8.10 is nested in coh-1,K08A8.3
K08A8.12 is nested in coh-1,K08A8.3
K08A8.15 is nested in coh-1,K08A8.3
K08A8.17 is nested in coh-1,K08A8.3
K08A8.19 is nested in coh-1,K08A8.3
K08A8.7 is nested in coh-1,K08A8.3
K08A8.27 is nested in coh-1,K08A8.3
21ur-14470,R04E5.11 is nested in cnnm-2,R04E5.2
F54F7.t2 is nested in F54F7.12
C34E7.8 is nested in pqn-18,C34E7.1
C34E7.7 is nested in pqn-18,C34E7.1
C34E7.6 is nested in pqn-18,C34E7.1
C34E7.5 is nested in pqn-18,C34E7.1
T01B4.4 is nested in twk-21,T01B4.1
T01B4.8 is nested in twk-21,T01B4.1
T21H8.10 is nested in hlb-1,T21H8.1
F57G12.10 is nested in F57G12.8
F57G12.16 is nested in F57G12.2
F53B3.9 is nested in F53B3.3
F53B3.8 is nested in comt-1,F53B3.2
K02B9.7 is nested in elt-3,K02B9.4
K02B9.8 is nested in elt-3,K02B9.4
C44E12.5 is nested in twk-17,C44E12.3
F15G9.8 is nested in him-4,F15G9.4
F15G9.9 is nested in him-4,F15G9.4
F15G9.5 is nested in him-4,F15G9.4
F15G9.7 is nested in him-4,F15G9.4
T06H11.19 is nested in unc-58,T06H11.1
T24D11.5 is nested in eat-17,T24D11.1
T06H11.10 is nested in unc-58,T06H11.1
T06H11.11 is nested in W07E11.1
T06H11.12 is nested in unc-58,T06H11.1
F49E10.20 is nested in ctbp-1,F49E10.5
T06H11.15 is nested in unc-58,T06H11.1
T06H11.16 is nested in unc-58,T06H11.1
K08B5.4 is nested in K08B5.1
K08B5.5 is nested in K08B5.2
F49E10.23 is nested in ctbp-1,F49E10.5
F47C8.4 is nested in tag-97,C33A11.4
W01C8.13 is nested in W01C8.5
K09F5.12 is nested in K09F5.4
21ur-15342,Y23B4A.4 is nested in Y23B4A.1
C39D10.t1 is nested in C39D10.14
ZK377.10 is nested in sax-3,ZK377.2
M02F4.t2 is nested in M02F4.12
21ur-13027,C52B9.12 is nested in ets-10,C52B9.11
mir-4812,F46F2.8 is nested in piki-1,F39B1.1
F47E1.10 is nested in F47E1.2
F47E1.11 is nested in ajm-1,C25A11.4
F47E1.t2 is nested in F47E1.12
F47E1.12 is nested in F47E1.1
F47E1.14 is nested in F47E1.3
F47E1.15 is nested in ajm-1,C25A11.4
F47E1.17 is nested in linc-22,F47E1.18
F47E1.19 is nested in linc-22,F47E1.18
21ur-15566,F47E1.7 is nested in F47E1.19
F26A10.27 is nested in F26A10.2
T14G11.4 is nested in ser-7,C09B7.1
T14G11.5 is nested in ser-7,C09B7.1
C09B7.10 is nested in ser-7,C09B7.1
C09B7.9 is nested in ser-7,C09B7.1
F38E9.t1 is nested in F38E9.7
C29F7.t1 is nested in C29F7.9
M60.12 is nested in cutl-29,F13B9.6
M60.13 is nested in M60.7
M60.14 is nested in M60.4
M60.15 is nested in M60.4
H35N09.t2 is nested in H35N09.3
C11H1.11 is nested in C11H1.3
C09G1.6 is nested in C09G1.4
F48C11.5 is nested in F09A5.4
F48C11.6 is nested in F09A5.4
gnrr-6,F13D2.2 is nested in F13D2.1
F22H10.9 is nested in F22H10.6
F22H10.t1 is nested in F22H10.9
abf-6,T22H6.7 is nested in nhr-27,F16H9.2
F42E11.6 is nested in ttyh-1,F42E11.2
C25A11.8 is nested in ajm-1,C25A11.4
H08J11.t2 is nested in ajm-1,C25A11.4
H08J11.t1 is nested in ajm-1,C25A11.4
F47E1.9 is nested in ajm-1,C25A11.4
C25A11.7 is nested in ajm-1,C25A11.4
H08J11.10 is nested in ajm-1,C25A11.4
H08J11.11 is nested in ajm-1,C25A11.4
H08J11.12 is nested in ajm-1,C25A11.4
H08J11.13 is nested in ajm-1,C25A11.4
H08J11.8 is nested in ajm-1,C25A11.4
F09B9.t2 is nested in unc-115,F09B9.2
F09B9.t1 is nested in F09B9.7
C06G1.t3 is nested in C06G1.15
F59F3.9 is nested in col-177,F59F3.2
C42D8.12 is nested in ets-5,C42D8.4
R07E3.9 is nested in cut-5,R07E3.3
C42D8.t1 is nested in C42D8.14
C42D8.15 is nested in acn-1,C42D8.5
D1009.t1 is nested in D1009.7
R07E3.2 is nested in cut-5,R07E3.3
F41D9.t1 is nested in F41D9.15
F41D9.11 is nested in wrk-1,F41D9.3
Y59E1B.t2 is nested in Y59E1B.5
ZK1086.5 is nested in obr-3,ZK1086.1
21ur-13251,ZK1086.4 is nested in obr-3,ZK1086.1
mir-8203,C39D10.18 is nested in mir-786,C39D10.12
F31B12.9 is nested in frm-9,F31B12.3
F31B12.7 is nested in frm-9,F31B12.3
F31B12.t1 is nested in F31B12.6
F31B12.6 is nested in frm-9,F31B12.3
C17H11.7 is nested in C17H11.6
C52G5.13 is nested in gei-3,T22H6.6
F01G12.9 is nested in F01G12.13
H40L08.6 is nested in H40L08.2
H40L08.4 is nested in H40L08.3
K09E9.12 is nested in K09E9.4
T02C5.6 is nested in unc-2,T02C5.5
Y76F7A.4 is nested in unc-2,T02C5.5
Y76F7A.5 is nested in unc-2,T02C5.5
Y76F7A.2 is nested in unc-2,T02C5.5
Y76F7A.3 is nested in unc-2,T02C5.5
Y76F7A.1 is nested in unc-2,T02C5.5
T02C5.7 is nested in unc-2,T02C5.5
anr-17,F20B4.8 is nested in cgt-2,F20B4.6
K08A8.13 is nested in sox-2,K08A8.2
K08A8.14 is nested in sox-2,K08A8.2
K08A8.18 is nested in sox-2,K08A8.2
C44H4.12 is nested in lron-1,C44H4.1
lron-1,C44H4.1 is nested in C44H4.4
F15A2.14 is nested in sad-1,F15A2.6
ZK899.t1 is nested in ZK899.10
AC8.2 is nested in AC8.1
F28C10.5 is nested in F28C10.4
K09A11.10 is nested in cyp-14A2,K09A11.3
C34H3.23 is nested in tag-275,C34H3.1
K02H8.2 is nested in mbl-1,K02H8.1
K02H8.4 is nested in mbl-1,K02H8.1
K02H8.5 is nested in mbl-1,K02H8.1
K02H8.6 is nested in mbl-1,K02H8.1
T14G11.6 is nested in immt-1,T14G11.3
T01C1.11 is nested in rhgf-1,F13E6.6
F13E6.9 is nested in rhgf-1,F13E6.6
21ur-13260,F13E6.7 is nested in rhgf-1,F13E6.6
F13E6.8 is nested in rhgf-1,F13E6.6
C56E10.6 is nested in nhr-173,C56E10.1
T07D1.10 is nested in fox-1,T07D1.4
T07D1.9 is nested in fox-1,T07D1.4
21ur-11815,R57.3 is nested in gcp-2.1,R57.1
T24D3.3 is nested in T18D3.7
T24D3.4 is nested in T18D3.7
R11.t3 is nested in R11.7
W04G3.7 is nested in sulp-7,W04G3.6
W04G3.14 is nested in sulp-7,W04G3.6
21ur-14094,C53C11.6 is nested in ptr-5,C53C11.3
C02B8.11 is nested in hlh-8,C02B8.4
T26C11.2 is nested in T26C11.3
T01H10.9 is nested in lgc-17,T01H10.6
Y15E3A.9 is nested in nhr-91,Y15E3A.1
21ur-14803,F17H10.6 is nested in snx-17,F17H10.3
C41A3.5 is nested in pks-1,C41A3.1
C03F11.t1 is nested in C41A3.2
21ur-14115,M02D8.8 is nested in M02D8.3
VB0395L.3 is nested in VB0395L.2
T10B10.9 is nested in T10B10.8
T21F2.2 is nested in hda-4,C10E2.3
T22B7.9 is nested in egl-13,T22B7.1
T22B7.21 is nested in egl-13,T22B7.1
T22B7.12 is nested in egl-13,T22B7.1
T22B7.10 is nested in egl-13,T22B7.1
T22B7.17 is nested in egl-13,T22B7.1
T22B7.19 is nested in egl-13,T22B7.1
21ur-15047,F13D11.6 is nested in F13D11.4
F53B1.9 is nested in F53B1.12
C34F6.18 is nested in idh-2,C34F6.8
T01H10.10 is nested in lgc-18,T01H10.7
C17G1.9 is nested in tsp-21,C17G1.8
R09F10.16 is nested in abu-9,R09F10.2
mir-1829.3,F39B1.2 is nested in piki-1,F39B1.1
F39B1.t1 is nested in piki-1,F39B1.1
F39B1.t2 is nested in piki-1,F39B1.1
F39B1.4 is nested in piki-1,F39B1.1
F39B1.5 is nested in piki-1,F39B1.1
21ur-13012,C36B7.9 is nested in hen-1,C36B7.7
F09E10.13 is nested in F09E10.5
21ur-12975,W10G6.4 is nested in mua-6,W10G6.3
mir-2217.2,C16H3.8 is nested in C16H3.3
F53H4.2 is nested in F53H4.6
T01B4.t2 is nested in T01B4.6
K02E10.9 is nested in K02E10.7
F22E10.9 is nested in nhr-27,F16H9.2
nlp-23,T24D8.4 is nested in T01B6.1
21ur-15144,F16H9.3 is nested in rgs-2,F16H9.1
rgs-2,F16H9.1 is nested in nhr-27,F16H9.2
T14E8.4 is nested in svh-2,T14E8.1
C34D10.3 is nested in C34D10.2
F43C9.9 is nested in F43C9.2
C34H3.12 is nested in tag-275,C34H3.1
F43C9.5 is nested in F43C9.2
F43C9.t1 is nested in F43C9.5
F02G3.8 is nested in ncam-1,F02G3.1
F02G3.5 is nested in ncam-1,F02G3.1
C05A9.5 is nested in C05A9.2
C05A9.7 is nested in frm-9,F31B12.3
C05A9.6 is nested in C05A9.2
B0563.7 is nested in tmbi-4,B0563.4
F52E10.t3 is nested in F52E10.10
B0563.17 is nested in B0563.6
B0563.15 is nested in B0563.6
B0563.14 is nested in B0563.6
C05G5.7 is nested in let-7,C05G5.6
F15A2.11 is nested in sad-1,F15A2.6
C26B9.9 is nested in C26B9.3
C02D4.15 is nested in kin-20,F46F2.2
F46F2.9 is nested in kin-20,F46F2.2
F46F2.10 is nested in kin-20,F46F2.2
F46F2.12 is nested in kin-20,F46F2.2
C02D4.16 is nested in kin-20,F46F2.2
F10D7.9 is nested in F10D7.5
F10D7.6 is nested in F10D7.5
Y7A5A.t5 is nested in Y7A5A.1
Y7A5A.15 is nested in Y7A5A.1
21ur-12879,Y40C7B.6 is nested in Y40C7B.5
F41D9.t3 is nested in sulp-3,F41D9.5
21ur-12511,F01E11.7 is nested in tyra-2,F01E11.5
rte-5,F02D10.t1 is nested in F02D10.11
F32A6.10 is nested in sto-2,F32A6.5
F32A6.13 is nested in sto-2,F32A6.5
F32A6.12 is nested in sto-2,F32A6.5
21ur-15107,F36G3.5 is nested in F36G3.2
W04G3.16 is nested in apt-9,W04G3.4
H30A04.9 is nested in H30A04.7
H30A04.4 is nested in H30A04.5
H30A04.2 is nested in eat-20,H30A04.1
21ur-15702,Y60A9A.2 is nested in irk-3,K04G11.5
21ur-14159,C06E2.10 is nested in C06E2.1
C26G2.t1 is nested in slt-1,F40E10.4
F15A2.9 is nested in srd-51,F15A2.3
F47A4.7 is nested in lgc-47,F47A4.1
F47A4.6 is nested in lgc-47,F47A4.1
F09F9.9 is nested in F09F9.4
21ur-14752,F09F9.6 is nested in F09F9.4
F09F9.11 is nested in F09F9.4
C14A11.11 is nested in cgef-1,C14A11.3
C14A11.10 is nested in cgef-1,C14A11.3
C14A11.13 is nested in cgef-1,C14A11.3
H28G03.7 is nested in H28G03.2
21ur-14348,T21H8.6 is nested in hlb-1,T21H8.1
F38G1.t2 is nested in egl-17,F38G1.2
F52H2.t2 is nested in F52H2.10
T19D7.9 is nested in T19D7.5
21ur-10724,R01E6.8 is nested in odr-1,R01E6.1
F09A5.11 is nested in F09A5.3
linc-43,F09A5.14 is nested in F09A5.3
mir-55,F09A5.6 is nested in F09A5.3
mir-54,F09A5.5 is nested in F09A5.3
F09A5.10 is nested in F09A5.4
H20J18.2 is nested in scd-1,H20J18.1
K01A12.5 is nested in K01A12.3
F55F1.7 is nested in cgef-1,C14A11.3
K01A12.t1 is nested in K01A12.3
K01A12.t4 is nested in K01A12.3
F55F1.8 is nested in cgef-1,C14A11.3
F55F1.9 is nested in cgef-1,C14A11.3
C14E2.9 is nested in got-1.3,C14E2.2
21ur-15388,K09E9.6 is nested in K09E9.11
F47A4.t1 is nested in rrc-1,F47A4.3
21ur-12641,F17E5.3 is nested in lin-2,F17E5.1
T28B4.t1 is nested in T28B4.1
C48C5.t3 is nested in C48C5.6
C15H9.13 is nested in nnt-1,C15H9.1
21ur-12110,C37E2.6 is nested in ceh-37,C37E2.5
Y40C7B.9 is nested in Y40C7B.1
Y40C7B.8 is nested in Y40C7B.1
Y40C7B.7 is nested in Y40C7B.1
Y40C7B.10 is nested in Y40C7B.3
F01G12.14 is nested in let-2,F01G12.5
F01G12.17 is nested in let-2,F01G12.5
F01G12.16 is nested in let-2,F01G12.5
F01G12.10 is nested in let-2,F01G12.5
C41G11.17 is nested in gnrr-4,C41G11.4
C41G11.13 is nested in gnrr-4,C41G11.4
F01E11.12 is nested in F01E11.3
F01E11.13 is nested in F01E11.3
F01E11.10 is nested in F01E11.3
F39C12.7 is nested in add-1,F39C12.2
F39C12.8 is nested in tsp-14,F39C12.3
T03G6.t1 is nested in T03G6.3
M02A10.1 is nested in irk-2,M02A10.2
H03E18.4 is nested in H03E18.2
H03E18.6 is nested in H03E18.2
C43C3.11 is nested in dyf-7,C43C3.3
F57C7.9 is nested in sdn-1,F57C7.3
F16F9.t1 is nested in F16F9.3
R03A10.9 is nested in R03A10.5
R03A10.8 is nested in flp-32,R03A10.2
E01H11.4 is nested in pkc-2,E01H11.1
E01H11.5 is nested in pkc-2,E01H11.1
F32A6.t1 is nested in sto-2,F32A6.5
F32A6.11 is nested in sto-2,F32A6.5
T14F9.14 is nested in peb-1,T14F9.4
T14F9.12 is nested in peb-1,T14F9.4
B0310.11 is nested in B0310.2
B0310.10 is nested in B0310.2
21ur-15036,F01G12.8 is nested in sur-7,F01G12.2
Y73B3A.24 is nested in Y73B3A.3
Y73B3A.25 is nested in Y73B3A.3
F14B8.t1 is nested in pes-23,F14B8.3
Y73B3A.26 is nested in Y73B3A.3
Y73B3A.27 is nested in Y73B3A.3
Y73B3A.23 is nested in Y73B3A.18
F46H5.9 is nested in F46H5.3
B0410.1 is nested in F52B10.3
B0410.4 is nested in F52B10.3
T04F8.15 is nested in sto-4,Y71H9A.3
F15G9.3 is nested in F15G9.6
B0395.7 is nested in nhx-1,B0395.1
C37E2.7 is nested in ceh-37,C37E2.5
C37E2.9 is nested in ceh-37,C37E2.5
C37E2.8 is nested in ceh-37,C37E2.5
F08B12.10 is nested in slo-2,F08B12.3
mir-82,T07D1.7 is nested in T07D1.2
K09A9.11 is nested in K09A9.6
K09A9.10 is nested in K09A9.6
K02B9.10 is nested in alg-1,F48F7.1
Y73B3A.29 is nested in Y73B3A.3
Y73B3A.28 is nested in Y73B3A.3
F14B8.10 is nested in nhx-4,F14B8.1
Y80E2A.2 is nested in T06F4.1
Y80E2A.1 is nested in T06F4.1
K09C8.t1 is nested in nas-10,K09C8.3
K09C8.11 is nested in nas-10,K09C8.3
K09E2.6 is nested in rig-1,K09E2.4
F01G12.t1 is nested in F01G12.15
C34H3.6 is nested in Y72A10A.1
F49E7.t3 is nested in K03E6.8
T07D1.11 is nested in gcy-31,T07D1.1
F20D1.21 is nested in F45B8.5
flp-28,W07E11.4 is nested in W07E11.1
F22F1.t7 is nested in F22F1.9
F22F1.t6 is nested in F22F1.6
F22F1.t8 is nested in F22F1.8
F49E10.22 is nested in F49E10.4
F17H10.t1 is nested in snx-17,F17H10.3
F22E10.8 is nested in nhr-27,F16H9.2
R07B1.9 is nested in glo-1,R07B1.12
21ur-12461,R07B1.14 is nested in R07B1.9
F22E10.6 is nested in nhr-27,F16H9.2
F22E10.7 is nested in nhr-27,F16H9.2
21ur-14857,M02F4.10 is nested in M02F4.1
ZK377.9 is nested in sax-3,ZK377.2
ZK377.5 is nested in sax-3,ZK377.2
F25F6.4 is nested in mltn-13,F25F6.1
21ur-15586,F59C12.5 is nested in F59C12.3
F25F6.2 is nested in mltn-13,F25F6.1
F25F6.3 is nested in mltn-13,F25F6.1
W07E11.5 is nested in W07E11.1
W07E11.6 is nested in W07E11.1
R07B1.19 is nested in glo-1,R07B1.12
F54G2.2 is nested in F54G2.1
F54G2.4 is nested in F54G2.1
C09B7.3 is nested in F54G2.1
C09B7.6 is nested in F54G2.1
C09B7.7 is nested in F54G2.1
C09B7.5 is nested in F54G2.1
Y7A5A.17 is nested in Y7A5A.20
Y7A5A.t3 is nested in Y7A5A.19
C52B9.18 is nested in twk-28,C52B9.6
M02F4.9 is nested in M02F4.1
F42D1.10 is nested in sprr-2,F42D1.3
F42D1.14 is nested in sprr-2,F42D1.3
F42D1.12 is nested in sprr-2,F42D1.3
F53B1.t1 is nested in F53B1.8
H28G03.8 is nested in H28G03.2
F20D1.20 is nested in cutl-3,F20D1.8
ZK678.10 is nested in srxa-9,ZK678.4
nlp-22,T24D8.3 is nested in T01B6.1
C14F11.22 is nested in lrch-1,C14F11.2
C53C9.6 is nested in C53C9.2
C04C11.6 is nested in C04C11.9
F19C6.9 is nested in F19C6.11
21ur-12431,C15C7.8 is nested in C15C7.7
C56E10.5 is nested in nhr-137,C56E10.4
R04D3.t4 is nested in R04D3.14
21ur-12787,F56F10.6 is nested in cdo-1,F56F10.3
str-124,T22H6.3 is nested in nhr-27,F16H9.2
21ur-13062,F56F10.5 is nested in cdo-1,F56F10.3
F16F9.7 is nested in F16F9.1
F16F9.9 is nested in F16F9.1
F09B9.6 is nested in unc-115,F09B9.2
F55F3.t1 is nested in F55F3.8
C14E2.10 is nested in got-1.3,C14E2.2
T23C6.6 is nested in npr-21,T23C6.5
21ur-11655,F17A2.14 is nested in srd-48,F17A2.9
DL2.1 is nested in DL2.2
col-41,T10B10.1 is nested in ucr-2.2,T10B10.2
C08A9.12 is nested in C08A9.3
T19D7.8 is nested in ifc-2,M6.1
E03E2.t2 is nested in cat-1,W01C8.6
E03E2.t1 is nested in cat-1,W01C8.6
C39E6.12 is nested in lon-2,C39E6.1
C39E6.11 is nested in mls-2,C39E6.4
21ur-10601,F02D10.9 is nested in flr-1,F02D10.5
F53B1.10 is nested in F53B1.8
F20D1.14 is nested in cutl-3,F20D1.8
F20D1.12 is nested in cutl-3,F20D1.8
F20D1.19 is nested in cutl-3,F20D1.8
F53B1.15 is nested in F53B1.8
F02E8.7 is nested in ncr-1,F02E8.6
C34F6.13 is nested in C34F6.1
C34F6.15 is nested in C34F6.7
F17H10.8 is nested in snx-17,F17H10.3
F01G12.19 is nested in ace-1,W09B12.1
F01G12.15 is nested in sur-7,F01G12.2
F19C6.8 is nested in grk-1,F19C6.1
F19C6.12 is nested in grk-1,F19C6.1
T22E5.9 is nested in T22E5.7
Y73B3A.31 is nested in Y73B3A.17
21ur-15013,C35B8.5 is nested in vav-1,C35B8.2
F47B7.10 is nested in F47B7.2
F47B7.15 is nested in F47B7.2
F47B7.14 is nested in F47B7.2
F47B7.16 is nested in F47B7.2
F40F4.10 is nested in tba-9,F40F4.5
C18A11.t2 is nested in C18A11.13
E03E2.t3 is nested in E03E2.2
T21H8.9 is nested in hlb-1,T21H8.1
F09F9.13 is nested in R02E4.2
F09F9.10 is nested in R02E4.2
C15A7.6 is nested in B0198.3
C26G2.7 is nested in slt-1,F40E10.4
C10A4.11 is nested in mnm-2,C10A4.8
B0310.12 is nested in B0310.2
K06G5.10 is nested in ceh-37,C37E2.5
C36C9.8 is nested in C36C9.4
C36C9.7 is nested in C36C9.6
C36C9.9 is nested in C36C9.6
F54E4.16 is nested in F54E4.3
F54E4.15 is nested in F54E4.9
F54E4.12 is nested in F54E4.3
Y7A5A.t2 is nested in Y7A5A.18
C05G5.8 is nested in let-7,C05G5.6
C54G7.8 is nested in C54G7.12
21ur-14255,C09F12.5 is nested in C09F12.3
F49E10.19 is nested in ctbp-1,F49E10.5
F49E10.10 is nested in ctbp-1,F49E10.5
F49E10.13 is nested in ctbp-1,F49E10.5
F49E10.14 is nested in ctbp-1,F49E10.5
21ur-15624,F49E10.7 is nested in ctbp-1,F49E10.5
F49E10.24 is nested in ctbp-1,F49E10.5
F52D10.13 is nested in twk-44,Y71H9A.1
F52D10.11 is nested in F52D10.12
alh-13,T22H6.2 is nested in nhr-27,F16H9.2
T14G8.4 is nested in T14G8.3
F46H6.8 is nested in dgk-2,F46H6.2
K06G5.8 is nested in ceh-37,C37E2.5
C54D1.8 is nested in ist-1,C54D1.3
21ur-13385,D1005.7 is nested in D1005.2
C11E4.17 is nested in del-8,C11E4.3
C11E4.15 is nested in del-8,C11E4.3
C26G2.9 is nested in syg-2,C26G2.1
T01B4.t1 is nested in T01B4.7
F31B9.5 is nested in npr-33,F31B9.1
F45E1.8 is nested in F45E1.1
F45E1.12 is nested in F45E1.1
C24A8.12 is nested in dop-6,C24A8.1
T14F9.16 is nested in T14F9.20
Y71H9A.4 is nested in twk-44,Y71H9A.1
K07E3.10 is nested in catp-5,K07E3.7
C14F11.18 is nested in lrch-1,C14F11.2
C14F11.t1 is nested in C14F11.16
R04D3.t3 is nested in srxa-8,R04D3.10
C54D2.10 is nested in cca-1,C54D2.5
EGAP3.4 is nested in cca-1,C54D2.5
EGAP3.3 is nested in cca-1,C54D2.5
EGAP3.2 is nested in cca-1,C54D2.5
EGAP3.1 is nested in cca-1,C54D2.5
T06H11.t1 is nested in unc-58,T06H11.1
T24C12.1 is nested in T24C12.3
F02E8.10 is nested in ncr-1,F02E8.6
F02E8.11 is nested in ncr-1,F02E8.6
F02E8.12 is nested in ncr-1,F02E8.6
F42G10.t1 is nested in F42G10.4
T01C8.9 is nested in aak-2,T01C8.1
T28B4.14 is nested in T28B4.1
T06F4.8 is nested in T06F4.1
T06F4.20 is nested in T06F4.1
T06F4.14 is nested in T06F4.1
T06F4.17 is nested in T06F4.1
T06F4.16 is nested in T06F4.1
T06F4.13 is nested in T06F4.1
T06F4.12 is nested in T06F4.1
T06F4.21 is nested in T06F4.3
T04F8.10 is nested in T04F8.6
R173.7 is nested in R173.3
R173.6 is nested in R173.3
C54G7.14 is nested in lgx-1,C54G7.3
C44H4.11 is nested in C44H4.4
T06H11.6 is nested in unc-58,T06H11.1
T06H11.5 is nested in unc-58,T06H11.1
F55F3.t2 is nested in F55F3.6
str-123,T22H6.4 is nested in nhr-27,F16H9.2
